survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
0,3,male,42.0,0,0,7.55,s,third,man,True,,southampton,no,True
0,3,male,35.0,0,0,7.8958,c,third,man,True,,cherbourg,no,True
0,2,male,28.0,0,1,33.0,s,second,man,True,,southampton,no,False
1,1,female,29.69911764705882,1,0,89.1042,c,first,woman,False,c,cherbourg,yes,False
0,3,male,4.0,4,2,31.275,s,third,child,False,,southampton,no,False
0,3,male,74.0,0,0,7.775,s,third,man,True,,southampton,no,True
0,3,female,9.0,1,1,15.2458,c,third,child,False,,cherbourg,no,False
1,1,female,16.0,0,1,39.4,s,first,woman,False,d,southampton,yes,False
0,2,female,44.0,1,0,26.0,s,second,woman,False,,southampton,no,False
1,3,female,18.0,0,1,9.35,s,third,woman,False,,southampton,yes,False
1,1,female,45.0,1,1,164.8667,s,first,woman,False,,southampton,yes,False
1,1,male,51.0,0,0,26.55,s,first,man,True,e,southampton,yes,True
1,3,female,24.0,0,3,19.2583,c,third,woman,False,,cherbourg,yes,False
0,3,male,41.0,2,0,14.1083,s,third,man,True,,southampton,no,False
0,2,male,21.0,1,0,11.5,s,second,man,True,,southampton,no,False
1,1,female,48.0,0,0,25.9292,s,first,woman,False,d,southampton,yes,True
0,2,male,24.0,0,0,13.0,s,second,man,True,,southampton,no,True
1,2,female,42.0,0,0,13.0,s,second,woman,False,,southampton,yes,True
1,2,female,27.0,1,0,13.8583,c,second,woman,False,,cherbourg,yes,False
0,1,male,31.0,0,0,50.4958,s,first,man,True,a,southampton,no,True
0,3,male,29.69911764705882,0,0,9.5,s,third,man,True,,southampton,no,True
1,3,male,4.0,1,1,11.1333,s,third,child,False,,southampton,yes,False
1,1,female,47.0,1,1,52.5542,s,first,woman,False,d,southampton,yes,False
0,1,male,33.0,0,0,5.0,s,first,man,True,b,southampton,no,True
0,3,male,47.0,0,0,9.0,s,third,man,True,,southampton,no,True
1,2,female,28.0,1,0,24.0,c,second,woman,False,,cherbourg,yes,False
1,3,female,15.0,0,0,7.225,c,third,child,False,,cherbourg,yes,True
0,3,male,20.0,0,0,9.8458,s,third,man,True,,southampton,no,True
1,1,female,56.0,0,1,83.1583,c,first,woman,False,c,cherbourg,yes,False
1,2,female,25.0,0,1,26.0,s,second,woman,False,,southampton,yes,False
0,3,male,33.0,0,0,7.8958,s,third,man,True,,southampton,no,True
0,3,female,22.0,0,0,10.5167,s,third,woman,False,,southampton,no,True
0,2,male,28.0,0,0,10.5,s,second,man,True,,southampton,no,True
0,3,female,39.0,0,5,29.125,q,third,woman,False,,queenstown,no,False
1,1,female,19.0,0,0,30.0,s,first,woman,False,b,southampton,yes,True
0,3,female,29.69911764705882,1,2,23.45,s,third,woman,False,,southampton,no,False
1,1,male,26.0,0,0,30.0,c,first,man,True,c,cherbourg,yes,True
0,3,male,32.0,0,0,7.75,q,third,man,True,,queenstown,no,True
